"ds","y"
2019-12-30 23:24:53,1.54
2019-12-30 23:22:43,2.32
2019-12-30 23:09:19,1.88
2019-12-30 23:02:32,1.83
2019-12-30 22:35:11,1.52
2019-12-30 21:49:09,1.24
2019-12-30 21:48:18,1.85
2019-12-30 21:26:18,1.62
2019-12-30 21:15:36,1.44
2019-12-30 20:55:49,2.04
2019-12-30 20:53:17,1.69
2019-12-30 20:39:07,1.72
2019-12-30 20:39:06,1.83
2019-12-30 20:18:47,1.71
2019-12-30 20:17:50,1.96
2019-12-30 20:14:48,2.06
2019-12-30 20:07:20,1.55
2019-12-30 19:53:46,2
2019-12-30 19:15:54,2.22
2019-12-30 19:10:28,2.01
2019-12-30 19:01:21,2.03
2019-12-30 18:58:50,1.96
2019-12-30 18:52:08,1.91
2019-12-30 18:41:54,2.06
2019-12-30 18:25:23,2.15
2019-12-30 18:14:59,1.6
2019-12-30 18:09:16,2.52
2019-12-30 17:28:58,2.33
2019-12-30 17:01:50,1.58
2019-12-30 16:42:20,1.67
2019-12-30 16:11:12,2.56
2019-12-30 16:08:48,1.68
2019-12-30 15:59:20,2.75
2019-12-30 15:07:19,2.51
2019-12-30 14:26:22,1.38
2019-12-30 14:04:18,2.43
2019-12-30 13:41:55,2.56
2019-12-30 13:00:24,2.78
2019-12-30 12:54:22,2.33
2019-12-30 12:13:53,2.17
2019-12-30 10:29:52,1.85
2019-12-30 10:27:58,1.27
2019-12-30 10:27:09,1.69
2019-12-30 10:26:52,1.29
2019-12-30 10:24:28,1.59
2019-12-30 10:20:49,2.05
2019-12-30 09:24:39,2.8
2019-12-30 09:14:10,2.35
2019-12-30 09:09:29,2.15
2019-12-30 08:54:43,2.33
2019-12-30 08:25:06,1.9
2019-12-30 08:22:33,2.13
2019-12-30 08:16:32,1.66
2019-12-30 08:14:19,2.26
2019-12-30 08:01:43,2.42
2019-12-30 07:53:59,2.22
2019-12-30 07:48:42,2.35
2019-12-30 07:44:53,2.44
2019-12-30 07:41:33,2.03
2019-12-30 07:14:27,2.3
2019-12-30 07:04:11,2.28
2019-12-30 06:49:23,1.35
2019-12-30 06:35:04,2.59
2019-12-30 06:27:50,2.45
2019-12-30 06:24:22,2.36
2019-12-30 05:59:11,1.69
2019-12-30 05:46:52,1.86
2019-12-30 05:40:27,2.33
2019-12-30 05:36:11,2.39
2019-12-30 05:25:49,1.66
2019-12-30 04:42:19,2.04
2019-12-30 04:20:36,2.15
2019-12-30 04:03:55,1.94
2019-12-30 03:59:26,1.8
2019-12-30 03:37:25,2.34
2019-12-30 03:28:40,2
2019-12-30 03:27:16,1.64
2019-12-30 03:15:41,2.03
2019-12-30 03:10:35,2.05
2019-12-30 02:29:52,1.83
2019-12-30 01:34:14,2.02
2019-12-30 01:24:03,2.38
2019-12-30 01:05:14,1.95
2019-12-30 00:51:17,1.95
2019-12-30 00:25:23,2.48
2019-12-30 00:11:45,1.96
2019-12-30 00:02:12,2.02
2019-12-29 23:42:01,1.87
2019-12-29 23:21:16,1.91
2019-12-29 23:09:41,2.09
2019-12-29 22:30:37,2.2
2019-12-29 22:28:32,2.42
2019-12-29 22:25:05,1.82
2019-12-29 22:15:06,1.89
2019-12-29 22:02:59,2.25
2019-12-29 22:02:27,1.09
2019-12-29 21:59:00,2.97
2019-12-29 21:55:22,1.25
2019-12-29 21:54:33,2.25
2019-12-29 21:45:36,3.12
2019-12-29 21:24:11,1.46
2019-12-29 21:22:26,2.41
2019-12-29 21:01:36,2.02
2019-12-29 20:54:11,1.59
2019-12-29 20:48:16,1.88
2019-12-29 20:47:18,1.06
2019-12-29 20:45:14,1.84
2019-12-29 20:43:59,2.19
2019-12-29 20:13:16,1.7
2019-12-29 19:56:30,1.94
2019-12-29 19:42:46,2.07
2019-12-29 19:35:59,2.16
2019-12-29 19:30:14,3.2
2019-12-29 19:27:16,1.98
2019-12-29 18:34:23,2.11
2019-12-29 18:23:52,2.06
2019-12-29 18:15:30,2.07
2019-12-29 18:08:45,1.82
2019-12-29 17:50:00,2.74
2019-12-29 17:12:17,1.51
2019-12-29 17:10:04,1.9
2019-12-29 17:09:28,1.97
2019-12-29 17:00:31,1.79
2019-12-29 16:59:52,2.06
2019-12-29 16:43:54,2.61
2019-12-29 16:28:16,1.73
2019-12-29 16:24:27,1.82
2019-12-29 16:20:00,2.07
2019-12-29 16:16:47,1.78
2019-12-29 16:15:04,1.44
2019-12-29 16:10:21,1.28
2019-12-29 15:55:57,1.75
2019-12-29 15:40:37,1.43
2019-12-29 15:32:44,2.01
2019-12-29 15:18:46,1.81
2019-12-29 14:42:20,2.03
2019-12-29 14:25:05,1.86
2019-12-29 14:17:24,1.98
2019-12-29 13:07:53,2.1
2019-12-29 13:06:56,2.33
2019-12-29 13:03:50,3.4
2019-12-29 12:12:15,2.27
2019-12-29 11:46:08,2.35
2019-12-29 11:16:46,2.49
2019-12-29 10:40:02,2.15
2019-12-29 10:23:29,2.66
2019-12-29 10:16:19,2.06
2019-12-29 09:55:28,2.42
2019-12-29 09:50:44,1.91
2019-12-29 09:49:19,1.95
2019-12-29 09:47:37,2.2
2019-12-29 09:35:10,2.35
2019-12-29 08:38:32,2.23
2019-12-29 07:53:49,2.27
2019-12-29 07:26:44,3.01
2019-12-29 07:19:10,2.71
2019-12-29 07:12:09,2.38
2019-12-29 07:03:04,2.49
2019-12-29 06:28:31,2.73
2019-12-29 06:13:42,2.16
2019-12-29 05:30:33,2.2
2019-12-29 05:20:30,2.13
2019-12-29 05:10:44,1.9
2019-12-29 05:09:40,2.35
2019-12-29 04:55:09,2.24
2019-12-29 04:37:22,1.55
2019-12-29 04:32:32,1.8
2019-12-29 04:30:59,2.45
2019-12-29 04:18:06,1.56
2019-12-29 04:13:47,2.02
2019-12-29 04:11:13,2.54
2019-12-29 04:10:23,1.57
2019-12-29 03:57:58,2.74
2019-12-29 03:32:51,1.99
2019-12-29 03:24:52,1.76
2019-12-29 03:24:25,1.63
2019-12-29 03:22:43,1.73
2019-12-29 03:20:27,2.59
2019-12-29 03:18:58,1.56
2019-12-29 03:12:21,2.22
2019-12-29 03:11:48,1.83
2019-12-29 03:11:34,1.29
2019-12-29 03:08:52,2.37
2019-12-29 03:01:06,1.82
2019-12-29 02:55:15,1.85
2019-12-29 02:43:33,1.97
2019-12-29 02:35:12,2.22
2019-12-29 02:33:10,2.74
2019-12-29 02:31:11,1.68
2019-12-29 02:28:49,2.94
2019-12-29 02:23:44,1.69
2019-12-29 02:22:55,1.38
2019-12-29 02:22:17,1.01
2019-12-29 02:21:29,2.02
2019-12-29 02:20:25,1.92
2019-12-29 02:14:14,1.63
2019-12-29 01:56:47,2.46
2019-12-29 01:55:19,2.4
2019-12-29 01:49:07,3.55
2019-12-29 01:46:55,2.02
2019-12-29 01:45:20,1.92
2019-12-29 01:43:21,1.89
2019-12-29 01:38:04,1.39
2019-12-29 01:36:45,2.2
2019-12-29 01:32:55,1.84
2019-12-29 01:24:20,2.04
2019-12-29 01:21:15,1.97
2019-12-29 01:17:23,1.95
2019-12-29 01:07:19,1.73
2019-12-29 01:06:50,2.09
2019-12-29 01:00:20,1.42
2019-12-29 00:59:53,1.71
2019-12-29 00:59:07,2.02
2019-12-29 00:52:48,1.53
2019-12-29 00:51:08,1.95
2019-12-29 00:45:00,1.84
2019-12-29 00:43:17,1.91
2019-12-29 00:37:54,1.78
2019-12-29 00:29:27,1.82
2019-12-29 00:27:05,1.76
2019-12-29 00:26:35,1.79
2019-12-29 00:21:11,2.1
2019-12-29 00:17:22,2.11
2019-12-29 00:12:12,2.19
2019-12-29 00:08:24,1.68
2019-12-29 00:02:08,1.87
2019-12-28 23:58:00,2.94
2019-12-28 23:55:48,1.86
2019-12-28 23:53:41,1.96
2019-12-28 23:47:30,1.83
2019-12-28 23:44:09,1.85
2019-12-28 23:40:59,2.12
2019-12-28 23:40:03,2.17
2019-12-28 23:32:54,1.84
2019-12-28 23:32:19,1.99
2019-12-28 23:31:13,2.77
2019-12-28 23:30:13,1.97
2019-12-28 23:28:02,2.13
2019-12-28 23:13:26,1.85
2019-12-28 23:12:09,1.31
2019-12-28 23:10:16,1.66
2019-12-28 23:04:17,2.16
2019-12-28 23:02:45,2.1
2019-12-28 22:58:26,2.04
2019-12-28 22:56:40,2.21
2019-12-28 22:55:08,2.55
2019-12-28 22:50:42,2.5
2019-12-28 22:44:28,1.97
2019-12-28 22:43:01,3.05
2019-12-28 22:37:49,2.82
2019-12-28 22:30:57,2.82
2019-12-28 22:25:31,2.39
2019-12-28 22:25:02,1.71
2019-12-28 22:21:05,2.27
2019-12-28 22:19:38,1.73
2019-12-28 22:16:08,1.84
2019-12-28 22:15:25,1.88
2019-12-28 22:14:29,2.04
2019-12-28 22:11:39,2.14
2019-12-28 22:05:13,1.6
2019-12-28 22:02:06,2.73
2019-12-28 22:01:15,1.97
2019-12-28 21:59:24,1.76
2019-12-28 21:58:44,2.19
2019-12-28 21:56:43,2.51
2019-12-28 21:52:26,2.39
2019-12-28 21:52:02,1.57
2019-12-28 21:50:13,1.48
2019-12-28 21:45:26,1.63
2019-12-28 21:41:57,1.35
2019-12-28 21:40:58,1.46
2019-12-28 21:39:08,1.58
2019-12-28 21:38:26,2.16
2019-12-28 21:38:10,1.09
2019-12-28 21:35:24,1.27
2019-12-28 21:33:21,2.86
2019-12-28 21:25:49,2.32
2019-12-28 21:24:00,1.64
2019-12-28 21:23:40,1.71
2019-12-28 21:21:14,4.7
2019-12-28 21:10:13,2.07
2019-12-28 21:09:55,1.58
2019-12-28 21:07:41,2.39
2019-12-28 21:06:00,5
2019-12-28 20:50:34,2.83
2019-12-28 20:40:52,2.2
2019-12-28 20:36:30,2.89
2019-12-28 20:34:01,3.5
2019-12-28 20:16:50,2.6
2019-12-28 20:07:11,2.07
2019-12-28 20:06:39,3.86
2019-12-28 20:05:35,2.41
2019-12-28 20:01:33,1.98
2019-12-28 20:00:20,2.62
2019-12-28 19:51:30,1.83
2019-12-28 19:35:59,3.65
2019-12-28 19:25:35,2.72
2019-12-28 19:24:22,2.13
2019-12-28 19:20:27,1.45
2019-12-28 19:18:23,2.63
2019-12-28 19:12:17,2.4
2019-12-28 19:01:47,1.81
2019-12-28 18:57:43,2.07
2019-12-28 18:50:54,2.1
2019-12-28 18:46:26,2.95
2019-12-28 18:41:28,2.23
2019-12-28 18:40:45,1.33
2019-12-28 18:39:42,1.27
2019-12-28 18:37:20,2.38
2019-12-28 18:35:37,4.7
2019-12-28 15:52:00,1.97
2019-12-28 15:03:17,1.87
2019-12-28 15:00:26,2.76
2019-12-28 13:12:44,2.69
2019-12-28 11:15:47,2.22
2019-12-28 10:21:24,2.37
2019-12-28 08:45:36,2.14
2019-12-28 08:33:41,2.01
2019-12-28 08:32:09,2.72
2019-12-28 07:52:54,2.63
2019-12-28 07:09:03,1.59
2019-12-28 04:46:15,1.08
2019-12-28 02:22:55,2.23
2019-12-27 22:13:47,2.13
2019-12-27 15:33:01,2.39
2019-12-27 15:08:42,1.46
2019-12-27 14:07:33,2.11
2019-12-27 14:00:42,2.3
2019-12-27 12:26:17,2.56
2019-12-26 19:31:37,2.3
2019-12-26 09:52:23,2.45
2019-12-25 22:53:39,2.08
2019-12-25 22:31:48,2.34
2019-12-25 22:19:48,1.95
2019-12-25 22:02:48,1.95
2019-12-25 19:47:35,2.04
2019-12-25 15:23:16,2.19
2019-12-25 03:04:01,2.89
2019-12-24 17:56:51,2.04
2019-12-24 08:38:40,2.43
2019-12-24 03:24:31,2.36
2019-12-23 23:41:24,2.31
2019-12-23 23:20:56,2.69
2019-12-23 20:09:00,2.39
2019-12-23 19:43:40,2.27
2019-12-23 19:17:38,2.19
2019-12-23 19:06:11,2.15
2019-12-23 17:16:16,2.19
2019-12-23 14:10:40,1.98
2019-12-22 14:34:30,1.89
2019-12-22 13:41:34,2.45
2019-12-22 07:58:51,2.94
2019-12-22 04:59:29,1.84
2019-12-22 04:43:13,2.26
2019-12-22 04:30:27,2.28
2019-12-22 01:03:26,2.51
2019-12-21 20:32:28,2.26
2019-12-21 17:00:22,2.63
2019-12-21 15:53:10,1.92
2019-12-21 11:44:33,2.03
2019-12-20 23:08:05,1.93
2019-12-20 20:59:27,2.15
2019-12-20 20:31:03,2.13
2019-12-20 11:56:05,1.92
2019-12-20 05:27:31,2.28
2019-12-20 04:40:16,2.09
2019-12-20 03:11:32,2.44
2019-12-20 02:01:24,1.68
2019-12-20 00:49:26,1.89
2019-12-20 00:34:06,1.97
2019-12-20 00:10:45,1.52
2019-12-19 23:33:36,1.95
2019-12-19 20:46:49,2.11
